"ID"	"Act.text"	"Predict.text"	"Correct.Top.text"	"Correct.Level.text"	"Correct.in.5.text"	"Act.entity"	"Predict.entity"	"Correct.Top.entity"	"Correct.Level.entity"	"Correct.in.5.entity"
"271"	"ID:174650"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"True"	1	TRUE
"272"	"ID:174651"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.3 LOGICS AND MEANINGS OF PROGRAMS"	"False"	2	TRUE	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"True"	1	TRUE
"273"	"ID:174653"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"B.2 ARITHMETIC AND LOGIC STRUCTURES"	"False"	3	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE
"274"	"ID:174654"	"G.2 DISCRETE MATHEMATICS"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"G.2 DISCRETE MATHEMATICS"	"G.1 NUMERICAL ANALYSIS"	"False"	0	FALSE
"275"	"ID:174655"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"G.2 DISCRETE MATHEMATICS"	"False"	3	TRUE	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"True"	1	TRUE
"276"	"ID:174656"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE
"277"	"ID:174657"	"D.4 OPERATING SYSTEMS"	"H.2 DATABASE MANAGEMENT"	"False"	0	FALSE	"D.4 OPERATING SYSTEMS"	"D.2 SOFTWARE ENGINEERING"	"False"	0	FALSE
"278"	"ID:174658"	"I.2 ARTIFICIAL INTELLIGENCE"	"I.2 ARTIFICIAL INTELLIGENCE"	"True"	1	TRUE	"I.2 ARTIFICIAL INTELLIGENCE"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"279"	"ID:174659"	"D.3 PROGRAMMING LANGUAGES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	5	TRUE	"D.3 PROGRAMMING LANGUAGES"	"G.1 NUMERICAL ANALYSIS"	"False"	3	TRUE
"280"	"ID:174660"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE
"281"	"ID:174661"	"G.1 NUMERICAL ANALYSIS"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	4	TRUE	"G.1 NUMERICAL ANALYSIS"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE
"282"	"ID:1754400"	"I.2 ARTIFICIAL INTELLIGENCE"	"I.2 ARTIFICIAL INTELLIGENCE"	"True"	1	TRUE	"I.2 ARTIFICIAL INTELLIGENCE"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"False"	0	FALSE
"283"	"ID:1754401"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"J.2 PHYSICAL SCIENCES AND ENGINEERING"	"False"	0	FALSE
"284"	"ID:1754402"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"285"	"ID:1754403"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"I.2 ARTIFICIAL INTELLIGENCE"	"False"	2	TRUE	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"True"	1	TRUE
"286"	"ID:176585"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"G.2 DISCRETE MATHEMATICS"	"False"	3	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"I.2 ARTIFICIAL INTELLIGENCE"	"False"	3	TRUE
"287"	"ID:176586"	"G.2 DISCRETE MATHEMATICS"	"G.2 DISCRETE MATHEMATICS"	"True"	1	TRUE	"G.2 DISCRETE MATHEMATICS"	"G.1 NUMERICAL ANALYSIS"	"False"	0	FALSE
"288"	"ID:176587"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"B.1 CONTROL STRUCTURES AND MICROPROGRAMMING"	"False"	0	FALSE
"289"	"ID:176588"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"B.1 CONTROL STRUCTURES AND MICROPROGRAMMING"	"False"	0	FALSE
"290"	"ID:176589"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"I.5 PATTERN RECOGNITION"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"291"	"ID:179813"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	2	TRUE	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.3 LOGICS AND MEANINGS OF PROGRAMS"	"False"	2	TRUE
"292"	"ID:179818"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE
"293"	"ID:179838"	"D.4 OPERATING SYSTEMS"	"G.1 NUMERICAL ANALYSIS"	"False"	6	FALSE	"D.4 OPERATING SYSTEMS"	"G.1 NUMERICAL ANALYSIS"	"False"	0	FALSE
"294"	"ID:179848"	"C.4 PERFORMANCE OF SYSTEMS"	"B.8 PERFORMANCE AND RELIABILITY"	"False"	0	FALSE	"C.4 PERFORMANCE OF SYSTEMS"	"D.4 OPERATING SYSTEMS"	"False"	0	FALSE
"295"	"ID:179892"	"E.4 CODING AND INFORMATION THEORY"	"I.5 PATTERN RECOGNITION"	"False"	3	TRUE	"E.4 CODING AND INFORMATION THEORY"	"D.3 PROGRAMMING LANGUAGES"	"False"	2	TRUE
"296"	"ID:179902"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"E.1 DATA STRUCTURES"	"False"	4	TRUE
"297"	"ID:179911"	"I.2 ARTIFICIAL INTELLIGENCE"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	4	TRUE	"I.2 ARTIFICIAL INTELLIGENCE"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE
"298"	"ID:179927"	"B.7 INTEGRATED CIRCUITS"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"B.7 INTEGRATED CIRCUITS"	"B.3 MEMORY STRUCTURES"	"False"	0	FALSE
"299"	"ID:185678"	"I.2 ARTIFICIAL INTELLIGENCE"	"I.2 ARTIFICIAL INTELLIGENCE"	"True"	1	TRUE	"I.2 ARTIFICIAL INTELLIGENCE"	"I.2 ARTIFICIAL INTELLIGENCE"	"True"	1	TRUE
"300"	"ID:185682"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"True"	1	TRUE	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"True"	1	TRUE
"301"	"ID:185776"	"G.m MISCELLANEOUS"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE	"G.m MISCELLANEOUS"	"K.5 LEGAL ASPECTS OF COMPUTING"	"False"	0	FALSE
"302"	"ID:185791"	"E.1 DATA STRUCTURES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"E.1 DATA STRUCTURES"	"I.6 SIMULATION AND MODELING"	"False"	0	FALSE
"303"	"ID:1857915"	"H.2 DATABASE MANAGEMENT"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	4	TRUE	"H.2 DATABASE MANAGEMENT"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"False"	2	TRUE
"304"	"ID:1857916"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE
"305"	"ID:1857917"	"D.2 SOFTWARE ENGINEERING"	"G.1 NUMERICAL ANALYSIS"	"False"	0	FALSE	"D.2 SOFTWARE ENGINEERING"	"G.1 NUMERICAL ANALYSIS"	"False"	3	TRUE
"306"	"ID:1857918"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"E.4 CODING AND INFORMATION THEORY"	"False"	0	FALSE
"307"	"ID:185795"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE
"308"	"ID:185811"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"False"	0	FALSE
"309"	"ID:185815"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"C.1 PROCESSOR ARCHITECTURES"	"False"	0	FALSE
"310"	"ID:1870105"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"K.5 LEGAL ASPECTS OF COMPUTING"	"False"	5	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	5	TRUE
"311"	"ID:1870106"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"C.5 COMPUTER SYSTEM IMPLEMENTATION"	"False"	4	TRUE
"312"	"ID:1870107"	"H.2 DATABASE MANAGEMENT"	"H.2 DATABASE MANAGEMENT"	"True"	1	TRUE	"H.2 DATABASE MANAGEMENT"	"K.3 COMPUTERS AND EDUCATION"	"False"	0	FALSE
"313"	"ID:1944346"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"E.4 CODING AND INFORMATION THEORY"	"False"	0	FALSE
"314"	"ID:1944347"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"I.6 SIMULATION AND MODELING"	"False"	6	FALSE
"315"	"ID:1944348"	"B.3 MEMORY STRUCTURES"	"H.2 DATABASE MANAGEMENT"	"False"	2	TRUE	"B.3 MEMORY STRUCTURES"	"D.4 OPERATING SYSTEMS"	"False"	0	FALSE
"316"	"ID:1944349"	"G.1 NUMERICAL ANALYSIS"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	2	TRUE	"G.1 NUMERICAL ANALYSIS"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	2	TRUE
"317"	"ID:195637"	"I.2 ARTIFICIAL INTELLIGENCE"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	11	FALSE	"I.2 ARTIFICIAL INTELLIGENCE"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"318"	"ID:1970393"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE
"319"	"ID:1970394"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	4	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"320"	"ID:1970395"	"G.3 PROBABILITY AND STATISTICS"	"I.5 PATTERN RECOGNITION"	"False"	0	FALSE	"G.3 PROBABILITY AND STATISTICS"	"B.8 PERFORMANCE AND RELIABILITY"	"False"	0	FALSE
"321"	"ID:1970397"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"G.1 NUMERICAL ANALYSIS"	"False"	2	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"D.3 PROGRAMMING LANGUAGES"	"False"	0	FALSE
"322"	"ID:1989728"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"H.2 DATABASE MANAGEMENT"	"False"	2	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"B.3 MEMORY STRUCTURES"	"False"	0	FALSE
"323"	"ID:1989729"	"H.2 DATABASE MANAGEMENT"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	2	TRUE	"H.2 DATABASE MANAGEMENT"	"G.1 NUMERICAL ANALYSIS"	"False"	5	TRUE
"324"	"ID:1989731"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	7	FALSE	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"I.6 SIMULATION AND MODELING"	"False"	2	TRUE
"325"	"ID:1989732"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE
"326"	"ID:200838"	"I.2 ARTIFICIAL INTELLIGENCE"	"I.2 ARTIFICIAL INTELLIGENCE"	"True"	1	TRUE	"I.2 ARTIFICIAL INTELLIGENCE"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"327"	"ID:200848"	"I.2 ARTIFICIAL INTELLIGENCE"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	2	TRUE	"I.2 ARTIFICIAL INTELLIGENCE"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"328"	"ID:2027217"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"I.4 IMAGE PROCESSING AND COMPUTER VISION"	"False"	0	FALSE
"329"	"ID:2027218"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"G.1 NUMERICAL ANALYSIS"	"False"	6	FALSE
"330"	"ID:2027219"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE
"331"	"ID:2027221"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"D.3 PROGRAMMING LANGUAGES"	"False"	2	TRUE
"332"	"ID:2049698"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"E.4 CODING AND INFORMATION THEORY"	"False"	8	FALSE	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"K.5 LEGAL ASPECTS OF COMPUTING"	"False"	0	FALSE
"333"	"ID:2049699"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"G.1 NUMERICAL ANALYSIS"	"False"	2	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"334"	"ID:2049700"	"D.2 SOFTWARE ENGINEERING"	"I.2 ARTIFICIAL INTELLIGENCE"	"False"	0	FALSE	"D.2 SOFTWARE ENGINEERING"	"G.1 NUMERICAL ANALYSIS"	"False"	0	FALSE
"335"	"ID:2049701"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"B.8 PERFORMANCE AND RELIABILITY"	"False"	2	TRUE
"336"	"ID:2049702"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE
"337"	"ID:2049704"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"True"	1	TRUE
"338"	"ID:2108243"	"D.2 SOFTWARE ENGINEERING"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"D.2 SOFTWARE ENGINEERING"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"339"	"ID:2108244"	"D.1 PROGRAMMING TECHNIQUES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"D.1 PROGRAMMING TECHNIQUES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE
"340"	"ID:2108245"	"D.1 PROGRAMMING TECHNIQUES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"D.1 PROGRAMMING TECHNIQUES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"341"	"ID:2108247"	"E.1 DATA STRUCTURES"	"G.2 DISCRETE MATHEMATICS"	"False"	0	FALSE	"E.1 DATA STRUCTURES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"342"	"ID:2160159"	"D.4 OPERATING SYSTEMS"	"D.4 OPERATING SYSTEMS"	"True"	1	TRUE	"D.4 OPERATING SYSTEMS"	"E.3 DATA ENCRYPTION"	"False"	0	FALSE
"343"	"ID:2160160"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"True"	1	TRUE
"344"	"ID:2160161"	"F.0 GENERAL"	"K.3 COMPUTERS AND EDUCATION"	"False"	0	FALSE	"F.0 GENERAL"	"D.3 PROGRAMMING LANGUAGES"	"False"	0	FALSE
"345"	"ID:2160163"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"H.2 DATABASE MANAGEMENT"	"False"	3	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"H.2 DATABASE MANAGEMENT"	"False"	0	FALSE
"346"	"ID:226644"	"I.2 ARTIFICIAL INTELLIGENCE"	"I.2 ARTIFICIAL INTELLIGENCE"	"True"	1	TRUE	"I.2 ARTIFICIAL INTELLIGENCE"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	2	TRUE
"347"	"ID:226647"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"B.8 PERFORMANCE AND RELIABILITY"	"False"	5	TRUE	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"D.4 OPERATING SYSTEMS"	"False"	2	TRUE
"348"	"ID:226652"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"D.3 PROGRAMMING LANGUAGES"	"False"	2	TRUE
"349"	"ID:226658"	"C.1 PROCESSOR ARCHITECTURES"	"H.2 DATABASE MANAGEMENT"	"False"	0	FALSE	"C.1 PROCESSOR ARCHITECTURES"	"B.1 CONTROL STRUCTURES AND MICROPROGRAMMING"	"False"	0	FALSE
"350"	"ID:226670"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"H.2 DATABASE MANAGEMENT"	"False"	2	TRUE	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"E.1 DATA STRUCTURES"	"False"	2	TRUE
"351"	"ID:226675"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"D.3 PROGRAMMING LANGUAGES"	"False"	3	TRUE	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"True"	1	TRUE
"352"	"ID:227596"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"True"	1	TRUE	"C.2 COMPUTER-COMMUNICATION NETWORKS"	"E.3 DATA ENCRYPTION"	"False"	0	FALSE
"353"	"ID:227597"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"D.3 PROGRAMMING LANGUAGES"	"False"	5	TRUE	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"True"	1	TRUE
"354"	"ID:227601"	"D.1 PROGRAMMING TECHNIQUES"	"J.3 LIFE AND MEDICAL SCIENCES"	"False"	0	FALSE	"D.1 PROGRAMMING TECHNIQUES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	5	TRUE
"355"	"ID:227602"	"C.3 SPECIAL-PURPOSE AND APPLICATION-BASED SYSTEMS"	"F.3 LOGICS AND MEANINGS OF PROGRAMS"	"False"	0	FALSE	"C.3 SPECIAL-PURPOSE AND APPLICATION-BASED SYSTEMS"	"D.4 OPERATING SYSTEMS"	"False"	0	FALSE
"356"	"ID:227603"	"D.2 SOFTWARE ENGINEERING"	"D.1 PROGRAMMING TECHNIQUES"	"False"	0	FALSE	"D.2 SOFTWARE ENGINEERING"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"357"	"ID:227684"	"G.3 PROBABILITY AND STATISTICS"	"G.1 NUMERICAL ANALYSIS"	"False"	0	FALSE	"G.3 PROBABILITY AND STATISTICS"	"G.1 NUMERICAL ANALYSIS"	"False"	0	FALSE
"358"	"ID:227685"	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"F.1 COMPUTATION BY ABSTRACT DEVICES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"False"	0	FALSE
"359"	"ID:227686"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.2 ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY"	"False"	0	FALSE	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"E.4 CODING AND INFORMATION THEORY"	"False"	3	TRUE
"360"	"ID:227687"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"True"	1	TRUE	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"F.4 MATHEMATICAL LOGIC AND FORMAL LANGUAGES"	"True"	1	TRUE
